EC	Name
EC:2.6.1.93	Neamine transaminase
EC:2.6.1.94	2'-deamino-2'-hydroxyneamine transaminase
EC:2.6.1.95	Neomycin C transaminase
EC:2.6.1.96	4-aminobutyrate--pyruvate transaminase
EC:2.6.1.97	Archaeosine synthase
EC:2.6.1.98	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase
EC:2.6.1.99	L-tryptophan--pyruvate aminotransferase
EC:2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
EC:2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
EC:2.6.1.102	GDP-perosamine synthase
EC:2.6.1.103	(S)-3,5-dihydroxyphenylglycine transaminase
EC:2.6.1.104	3-dehydro-glucose-6-phosphate--glutamate transaminase
EC:2.6.1.105	Lysine--8-amino-7-oxononanoate transaminase
EC:2.6.1.106	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
EC:2.6.1.107	Beta-methylphenylalanine transaminase
EC:2.6.1.108	(5-formylfuran-3-yl)methyl phosphate transaminase
EC:2.6.1.109	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase
EC:2.6.1.110	dTDP-4-dehydro-2,3,6-trideoxy-D-glucose 4-aminotransferase
EC:2.6.1.111	3-aminobutanoyl-CoA transaminase
EC:2.6.1.112	(S)-ureidoglycine--glyoxylate transaminase
EC:2.6.1.113	Putrescine--pyruvate transaminase
EC:2.6.1.114	8-demethyl-8-aminoriboflavin-5'-phosphate synthase
EC:2.6.1.115	5-hydroxydodecatetraenal 1-aminotransferase
EC:2.6.1.116	6-aminohexanoate aminotransferase
EC:2.6.1.117	L-glutamine--4-(methylsulfanyl)-2-oxobutanoate aminotransferase
EC:2.6.1.118	[Amino group carrier protein]-gamma-(L-lysyl)-L-glutamate|aminotransferase
EC:2.6.1.119	Vanillin aminotransferase
EC:2.6.1.n1	Transferred entry: 2.6.1.87
EC:2.6.1.n2	Transferred entry: 2.6.1.105
EC:2.6.2.1	Transferred entry: 2.1.4.1
EC:2.6.3.1	Oximinotransferase
EC:2.6.99.1	dATP(dGTP)--DNA purinetransferase
EC:2.6.99.2	Pyridoxine 5'-phosphate synthase
EC:2.6.99.3	O-ureido-L-serine synthase
EC:2.6.99.4	Transferred entry: 2.3.1.234
EC:2.7.1.1	Hexokinase
EC:2.7.1.2	Glucokinase
EC:2.7.1.3	Ketohexokinase
EC:2.7.1.4	Fructokinase
EC:2.7.1.5	Rhamnulokinase
EC:2.7.1.6	Galactokinase
EC:2.7.1.7	Mannokinase
EC:2.7.1.8	Glucosamine kinase
EC:2.7.1.9	Deleted entry
EC:2.7.1.10	Phosphoglucokinase
EC:2.7.1.11	6-phosphofructokinase
EC:2.7.1.12	Gluconokinase
EC:2.7.1.13	Dehydrogluconokinase
EC:2.7.1.14	Sedoheptulokinase
EC:2.7.1.15	Ribokinase
EC:2.7.1.16	Ribulokinase
EC:2.7.1.17	Xylulokinase
EC:2.7.1.18	Phosphoribokinase
EC:2.7.1.19	Phosphoribulokinase
EC:2.7.1.20	Adenosine kinase
EC:2.7.1.21	Thymidine kinase
EC:2.7.1.22	Ribosylnicotinamide kinase
EC:2.7.1.23	NAD(+) kinase
EC:2.7.1.24	Dephospho-CoA kinase
EC:2.7.1.25	Adenylyl-sulfate kinase
EC:2.7.1.26	Riboflavin kinase
EC:2.7.1.27	Erythritol kinase (D-erythritol 4-phosphate-forming)
EC:2.7.1.28	Triokinase
EC:2.7.1.29	Glycerone kinase
EC:2.7.1.30	Glycerol kinase
EC:2.7.1.31	Glycerate 3-kinase
EC:2.7.1.32	Choline kinase
EC:2.7.1.33	Pantothenate kinase
EC:2.7.1.34	Pantetheine kinase
EC:2.7.1.35	Pyridoxal kinase
EC:2.7.1.36	Mevalonate kinase
EC:2.7.1.37	Transferred entry: 2.7.11.1, 2.7.11.8, 2.7.11.9, 2.7.11.10, 2.7.11.11,|2.7.11.12, 2.7.11.13, 2.7.11.21, 2.7.11.22, 2.7.11.24, 2.7.11.25,|2.7.11.30 and 2.7.12.1
EC:2.7.1.38	Transferred entry: 2.7.11.19
EC:2.7.1.39	Homoserine kinase
EC:2.7.1.40	Pyruvate kinase
EC:2.7.1.41	Glucose-1-phosphate phosphodismutase
EC:2.7.1.42	Riboflavin phosphotransferase
EC:2.7.1.43	Glucuronokinase
EC:2.7.1.44	Galacturonokinase
EC:2.7.1.45	2-dehydro-3-deoxygluconokinase
EC:2.7.1.46	L-arabinokinase
EC:2.7.1.47	D-ribulokinase
EC:2.7.1.48	Uridine/cytidine kinase
EC:2.7.1.49	Hydroxymethylpyrimidine kinase
EC:2.7.1.50	Hydroxyethylthiazole kinase
EC:2.7.1.51	L-fuculokinase
EC:2.7.1.52	Fucokinase
EC:2.7.1.53	L-xylulokinase
EC:2.7.1.54	D-arabinokinase
EC:2.7.1.55	Allose kinase
EC:2.7.1.56	1-phosphofructokinase
EC:2.7.1.57	Deleted entry
EC:2.7.1.58	2-dehydro-3-deoxygalactonokinase
EC:2.7.1.59	N-acetylglucosamine kinase
EC:2.7.1.60	N-acylmannosamine kinase
EC:2.7.1.61	Acyl-phosphate--hexose phosphotransferase
EC:2.7.1.62	Phosphoramidate--hexose phosphotransferase
EC:2.7.1.63	Polyphosphate--glucose phosphotransferase
EC:2.7.1.64	Inositol 3-kinase
EC:2.7.1.65	Scyllo-inosamine 4-kinase
EC:2.7.1.66	Undecaprenol kinase
EC:2.7.1.67	1-phosphatidylinositol 4-kinase
EC:2.7.1.68	1-phosphatidylinositol-4-phosphate 5-kinase
EC:2.7.1.69	Transferred entry: 2.7.1.191, 2.7.1.192, 2.7.1.193, 2.7.1.194, 2.7.1.195,|2.7.1.196, 2.7.1.197, 2.7.1.198, 2.7.1.199, 2.7.1.200, 2.7.1.201,|2.7.1.202, 2.7.1.203, 2.7.1.204, 2.7.1.205, 2.7.1.206, 2.7.1.207 and|2.7.1.208
EC:2.7.1.70	Transferred entry: 2.7.11.1
EC:2.7.1.71	Shikimate kinase
EC:2.7.1.72	Streptomycin 6-kinase
EC:2.7.1.73	Inosine kinase
EC:2.7.1.74	Deoxycytidine kinase
EC:2.7.1.75	Transferred entry: 2.7.1.21
EC:2.7.1.76	Deoxyadenosine kinase
EC:2.7.1.77	Nucleoside phosphotransferase
EC:2.7.1.78	Polynucleotide 5'-hydroxyl-kinase
EC:2.7.1.79	Diphosphate--glycerol phosphotransferase
EC:2.7.1.80	Diphosphate--serine phosphotransferase
EC:2.7.1.81	Hydroxylysine kinase
EC:2.7.1.82	Ethanolamine kinase
EC:2.7.1.83	Pseudouridine kinase
EC:2.7.1.84	Alkylglycerone kinase
EC:2.7.1.85	Beta-glucoside kinase
EC:2.7.1.86	NADH kinase
EC:2.7.1.87	Streptomycin 3''-kinase
EC:2.7.1.88	Dihydrostreptomycin-6-phosphate 3'-alpha-kinase
EC:2.7.1.89	Thiamine kinase
EC:2.7.1.90	Diphosphate--fructose-6-phosphate 1-phosphotransferase
EC:2.7.1.91	Sphingosine kinase
EC:2.7.1.92	5-dehydro-2-deoxygluconokinase
EC:2.7.1.93	Alkylglycerol kinase
EC:2.7.1.94	Acylglycerol kinase
EC:2.7.1.95	Kanamycin kinase
EC:2.7.1.96	Transferred entry: 2.7.1.86
EC:2.7.1.97	Transferred entry: 2.7.11.14
EC:2.7.1.98	Deleted entry
EC:2.7.1.99	Transferred entry: 2.7.11.2
EC:2.7.1.100	S-methyl-5-thioribose kinase
EC:2.7.1.101	Tagatose kinase
EC:2.7.1.102	Hamamelose kinase
EC:2.7.1.103	Viomycin kinase
EC:2.7.1.104	Transferred entry: 2.7.99.1
EC:2.7.1.105	6-phosphofructo-2-kinase
EC:2.7.1.106	Glucose-1,6-bisphosphate synthase
EC:2.7.1.107	Diacylglycerol kinase (ATP)
EC:2.7.1.108	Dolichol kinase
EC:2.7.1.109	Transferred entry: 2.7.11.31
EC:2.7.1.110	Transferred entry: 2.7.11.3
EC:2.7.1.111	Transferred entry: 2.7.11.27
EC:2.7.1.112	Transferred entry: 2.7.10.1 and 2.7.10.2
EC:2.7.1.113	Deoxyguanosine kinase
EC:2.7.1.114	AMP--thymidine kinase
EC:2.7.1.115	Transferred entry: 2.7.11.4
EC:2.7.1.116	Transferred entry: 2.7.11.5
EC:2.7.1.117	Transferred entry: 2.7.11.18
EC:2.7.1.118	ADP--thymidine kinase
EC:2.7.1.119	Hygromycin-B 7''-O-kinase
EC:2.7.1.120	Transferred entry: 2.7.11.17
EC:2.7.1.121	Phosphoenolpyruvate--glycerone phosphotransferase
EC:2.7.1.122	Xylitol kinase
EC:2.7.1.123	Transferred entry: 2.7.11.17
EC:2.7.1.124	Transferred entry: 2.7.11.6
EC:2.7.1.125	Transferred entry: 2.7.11.14
EC:2.7.1.126	Transferred entry: 2.7.11.15
EC:2.7.1.127	Inositol-trisphosphate 3-kinase
EC:2.7.1.128	Transferred entry: 2.7.11.27
EC:2.7.1.129	Transferred entry: 2.7.11.7
EC:2.7.1.130	Tetraacyldisaccharide 4'-kinase
EC:2.7.1.131	Transferred entry: 2.7.11.29
EC:2.7.1.132	Transferred entry: 2.7.11.28
EC:2.7.1.133	Transferred entry: 2.7.1.134
EC:2.7.1.134	Inositol-tetrakisphosphate 1-kinase
EC:2.7.1.135	Transferred entry: 2.7.11.26
EC:2.7.1.136	Macrolide 2'-kinase
EC:2.7.1.137	Phosphatidylinositol 3-kinase
EC:2.7.1.138	Ceramide kinase
EC:2.7.1.139	Transferred entry: 2.7.1.134
EC:2.7.1.140	Inositol-tetrakisphosphate 5-kinase
EC:2.7.1.141	Transferred entry: 2.7.11.23
EC:2.7.1.142	Glycerol-3-phosphate--glucose phosphotransferase
EC:2.7.1.143	Diphosphate-purine nucleoside kinase
EC:2.7.1.144	Tagatose-6-phosphate kinase
EC:2.7.1.145	Deoxynucleoside kinase
EC:2.7.1.146	ADP-specific phosphofructokinase
EC:2.7.1.147	ADP-specific glucose/glucosamine kinase
EC:2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
EC:2.7.1.149	1-phosphatidylinositol-5-phosphate 4-kinase
EC:2.7.1.150	1-phosphatidylinositol-3-phosphate 5-kinase
EC:2.7.1.151	Inositol-polyphosphate multikinase
EC:2.7.1.152	Transferred entry: 2.7.4.21
EC:2.7.1.153	Phosphatidylinositol-4,5-bisphosphate 3-kinase
EC:2.7.1.154	Phosphatidylinositol-4-phosphate 3-kinase
EC:2.7.1.155	Transferred entry: 2.7.4.24
EC:2.7.1.156	Adenosylcobinamide kinase
EC:2.7.1.157	N-acetylgalactosamine kinase
EC:2.7.1.158	Inositol-pentakisphosphate 2-kinase
EC:2.7.1.159	Inositol-1,3,4-trisphosphate 5/6-kinase
EC:2.7.1.160	2'-phosphotransferase
EC:2.7.1.161	CTP-dependent riboflavin kinase
EC:2.7.1.162	N-acetylhexosamine 1-kinase
EC:2.7.1.163	Hygromycin B 4-O-kinase
EC:2.7.1.164	O-phosphoseryl-tRNA(Sec) kinase
EC:2.7.1.165	Glycerate 2-kinase
EC:2.7.1.166	3-deoxy-D-manno-octulosonic acid kinase
EC:2.7.1.167	D-glycero-beta-D-manno-heptose-7-phosphate kinase
EC:2.7.1.168	D-glycero-alpha-D-manno-heptose-7-phosphate kinase
EC:2.7.1.169	Pantoate kinase
EC:2.7.1.170	Anhydro-N-acetylmuramic acid kinase
EC:2.7.1.171	Protein-fructosamine 3-kinase
EC:2.7.1.172	Protein-ribulosamine 3-kinase
EC:2.7.1.173	Nicotinate riboside kinase
EC:2.7.1.174	Diacylglycerol kinase (CTP)
EC:2.7.1.175	Maltokinase
EC:2.7.1.176	UDP-N-acetylglucosamine kinase
EC:2.7.1.177	L-threonine kinase
EC:2.7.1.178	2-dehydro-3-deoxyglucono/galactono-kinase
EC:2.7.1.179	Kanosamine kinase
EC:2.7.1.180	FAD:protein FMN transferase
EC:2.7.1.181	Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase
EC:2.7.1.182	Phytol kinase
EC:2.7.1.183	Glycoprotein-mannosyl O(6)-kinase
EC:2.7.1.184	Sulfofructose kinase
EC:2.7.1.185	Mevalonate 3-kinase
EC:2.7.1.186	Mevalonate-3-phosphate 5-kinase
EC:2.7.1.187	Acarbose 7(IV)-phosphotransferase
EC:2.7.1.188	2-epi-5-epi-valiolone 7-kinase
EC:2.7.1.189	Autoinducer-2 kinase
EC:2.7.1.190	Aminoglycoside 2''-phosphotransferase
EC:2.7.1.191	Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase
EC:2.7.1.192	Protein-N(pi)-phosphohistidine--N-acetylmuramate phosphotransferase
EC:2.7.1.193	Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine|phosphotransferase
EC:2.7.1.194	Protein-N(pi)-phosphohistidine--L-ascorbate phosphotransferase
EC:2.7.1.195	Protein-N(pi)-phosphohistidine--2-O-alpha-mannosyl-D-glycerate|phosphotransferase
EC:2.7.1.196	Protein-N(pi)-phosphohistidine--N,N'-diacetylchitobiose|phosphotransferase
EC:2.7.1.197	Protein-N(pi)-phosphohistidine--D-mannitol phosphotransferase
EC:2.7.1.198	Protein-N(pi)-phosphohistidine--D-sorbitol phosphotransferase
EC:2.7.1.199	Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase
EC:2.7.1.200	Protein-N(pi)-phosphohistidine--galactitol phosphotransferase
EC:2.7.1.201	Protein-N(pi)-phosphohistidine--trehalose phosphotransferase
EC:2.7.1.202	Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase
EC:2.7.1.203	Protein-N(pi)-phosphohistidine--D-glucosaminate phosphotransferase
EC:2.7.1.204	Protein-N(pi)-phosphohistidine--D-galactose phosphotransferase
EC:2.7.1.205	Protein-N(pi)-phosphohistidine--D-cellobiose phosphotransferase
EC:2.7.1.206	Protein-N(pi)-phosphohistidine--L-sorbose phosphotransferase
EC:2.7.1.207	Protein-N(pi)-phosphohistidine--lactose phosphotransferase
EC:2.7.1.208	Protein-N(pi)-phosphohistidine--maltose phosphotransferase
EC:2.7.1.209	L-erythrulose 1-kinase
EC:2.7.1.210	D-erythrulose 4-kinase
EC:2.7.1.211	Protein-N(pi)-phosphohistidine--sucrose phosphotransferase
EC:2.7.1.212	Alpha-D-ribose-1-phosphate 5-kinase (ADP)
EC:2.7.1.213	Cytidine kinase
EC:2.7.1.214	C(7)-cyclitol 7-kinase
EC:2.7.1.215	Erythritol kinase (D-erythritol 1-phosphate-forming)
EC:2.7.1.216	Farnesol kinase
EC:2.7.1.217	3-dehydrotetronate 4-kinase
EC:2.7.1.218	Fructoselysine 6-kinase
EC:2.7.1.219	D-threonate 4-kinase
EC:2.7.1.220	D-erythronate 4-kinase
EC:2.7.1.221	N-acetylmuramate 1-kinase
EC:2.7.1.222	4-hydroxytryptamine kinase
EC:2.7.1.223	Aminoimidazole riboside kinase
EC:2.7.1.224	Cytidine diphosphoramidate kinase
EC:2.7.1.225	L-serine kinase (ATP)
EC:2.7.1.226	L-serine kinase (ADP)
EC:2.7.1.227	Inositol phosphorylceramide synthase
EC:2.7.1.228	Mannosyl-inositol-phosphoceramide inositolphosphotransferase
EC:2.7.1.229	Deoxyribokinase
EC:2.7.1.230	Amicoumacin kinase
EC:2.7.1.231	3-oxoisoapionate kinase
EC:2.7.1.n1	Transferred entry: 2.7.1.170
EC:2.7.1.n2	Transferred entry: 2.7.1.161
EC:2.7.1.n3	Transferred entry: 2.7.1.164
EC:2.7.1.n4	Transferred entry: 2.7.1.173
EC:2.7.1.n5	Transferred entry: 2.7.1.174
EC:2.7.1.n6	Transferred entry: 2.7.1.163
EC:2.7.1.n7	Transferred entry: 2.7.1.176
EC:2.7.1.n8	Transferred entry: 2.7.1.175
EC:2.7.2.1	Acetate kinase
EC:2.7.2.2	Carbamate kinase
EC:2.7.2.3	Phosphoglycerate kinase
EC:2.7.2.4	Aspartate kinase
EC:2.7.2.5	Transferred entry: 6.3.4.16
EC:2.7.2.6	Formate kinase
EC:2.7.2.7	Butyrate kinase
EC:2.7.2.8	Acetylglutamate kinase
EC:2.7.2.9	Transferred entry: 6.3.5.5
EC:2.7.2.10	Phosphoglycerate kinase (GTP)
EC:2.7.2.11	Glutamate 5-kinase
EC:2.7.2.12	Acetate kinase (diphosphate)
EC:2.7.2.13	Deleted entry
EC:2.7.2.14	Branched-chain-fatty-acid kinase
EC:2.7.2.15	Propionate kinase
EC:2.7.2.16	2-phosphoglycerate kinase
EC:2.7.2.17	[Amino-group carrier protein]-L-2-aminoadipate 6-kinase
EC:2.7.3.1	Guanidinoacetate kinase
EC:2.7.3.2	Creatine kinase
EC:2.7.3.3	Arginine kinase
EC:2.7.3.4	Taurocyamine kinase
EC:2.7.3.5	Lombricine kinase
EC:2.7.3.6	Hypotaurocyamine kinase
EC:2.7.3.7	Opheline kinase
EC:2.7.3.8	Ammonia kinase
EC:2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase
EC:2.7.3.10	Agmatine kinase
EC:2.7.3.11	Transferred entry: 2.7.13.1
EC:2.7.3.12	Transferred entry: 2.7.13.2
EC:2.7.3.13	Glutamine kinase
EC:2.7.4.1	Polyphosphate kinase
EC:2.7.4.2	Phosphomevalonate kinase
EC:2.7.4.3	Adenylate kinase
EC:2.7.4.4	Nucleoside-phosphate kinase
EC:2.7.4.5	Transferred entry: 2.7.4.14
EC:2.7.4.6	Nucleoside-diphosphate kinase
EC:2.7.4.7	Phosphooxymethylpyrimidine kinase
EC:2.7.4.8	Guanylate kinase
EC:2.7.4.9	dTMP kinase
EC:2.7.4.10	Nucleoside-triphosphate--adenylate kinase
EC:2.7.4.11	(Deoxy)adenylate kinase
EC:2.7.4.12	T(2)-induced deoxynucleotide kinase
EC:2.7.4.13	(Deoxy)nucleoside-phosphate kinase
EC:2.7.4.14	UMP/CMP kinase
EC:2.7.4.15	Thiamine-diphosphate kinase
EC:2.7.4.16	Thiamine-phosphate kinase
EC:2.7.4.17	3-phosphoglyceroyl-phosphate--polyphosphate phosphotransferase
EC:2.7.4.18	Farnesyl-diphosphate kinase
EC:2.7.4.19	5-methyldeoxycytidine-5'-phosphate kinase
EC:2.7.4.20	Dolichyl-diphosphate--polyphosphate phosphotransferase
EC:2.7.4.21	Inositol-hexakisphosphate kinase
EC:2.7.4.22	UMP kinase
EC:2.7.4.23	Ribose 1,5-bisphosphate phosphokinase
EC:2.7.4.24	Diphosphoinositol-pentakisphosphate kinase
EC:2.7.4.25	(d)CMP kinase
EC:2.7.4.26	Isopentenyl phosphate kinase
EC:2.7.4.27	([Pyruvate, phosphate dikinase] phosphate) phosphotransferase
EC:2.7.4.28	([Pyruvate, water dikinase] phosphate) phosphotransferase
EC:2.7.4.29	Kdo(2)-lipid A phosphotransferase
EC:2.7.4.30	Transferred entry: 2.7.8.43
EC:2.7.4.31	(5-(aminomethyl)furan-3-yl)methyl phosphate kinase
EC:2.7.4.32	Farnesyl phosphate kinase
EC:2.7.4.33	AMP-polyphosphate phosphotransferase
EC:2.7.4.n1	Transferred entry: 2.7.4.27
EC:2.7.4.n2	Transferred entry: 2.7.4.28
EC:2.7.5.1	Transferred entry: 5.4.2.2
EC:2.7.5.2	Transferred entry: 5.4.2.3
EC:2.7.5.3	Transferred entry: 5.4.2.11 and 5.4.2.12
EC:2.7.5.4	Transferred entry: 5.4.2.4
EC:2.7.5.5	Transferred entry: 5.4.2.5
EC:2.7.5.6	Transferred entry: 5.4.2.7
EC:2.7.5.7	Transferred entry: 5.4.2.8
EC:2.7.6.1	Ribose-phosphate diphosphokinase
EC:2.7.6.2	Thiamine diphosphokinase
EC:2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
EC:2.7.6.4	Nucleotide diphosphokinase
EC:2.7.6.5	GTP diphosphokinase
EC:2.7.7.1	Nicotinamide-nucleotide adenylyltransferase
EC:2.7.7.2	FAD synthase
EC:2.7.7.3	Pantetheine-phosphate adenylyltransferase
EC:2.7.7.4	Sulfate adenylyltransferase
EC:2.7.7.5	Sulfate adenylyltransferase (ADP)
EC:2.7.7.6	DNA-directed RNA polymerase
EC:2.7.7.7	DNA-directed DNA polymerase
EC:2.7.7.8	Polyribonucleotide nucleotidyltransferase
EC:2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
EC:2.7.7.10	UTP--hexose-1-phosphate uridylyltransferase
EC:2.7.7.11	UTP--xylose-1-phosphate uridylyltransferase
EC:2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase
EC:2.7.7.13	Mannose-1-phosphate guanylyltransferase
EC:2.7.7.14	Ethanolamine-phosphate cytidylyltransferase
EC:2.7.7.15	Choline-phosphate cytidylyltransferase
EC:2.7.7.16	Transferred entry: 4.6.1.18
EC:2.7.7.17	Transferred entry: 4.6.1.19
EC:2.7.7.18	Nicotinate-nucleotide adenylyltransferase
EC:2.7.7.19	Polynucleotide adenylyltransferase
EC:2.7.7.20	Deleted entry
EC:2.7.7.21	Transferred entry: 2.7.7.72
EC:2.7.7.22	Mannose-1-phosphate guanylyltransferase (GDP)
EC:2.7.7.23	UDP-N-acetylglucosamine diphosphorylase
EC:2.7.7.24	Glucose-1-phosphate thymidylyltransferase
EC:2.7.7.25	Transferred entry: 2.7.7.72
EC:2.7.7.26	Transferred entry: 4.6.1.24
EC:2.7.7.27	Glucose-1-phosphate adenylyltransferase
EC:2.7.7.28	Nucleoside-triphosphate-aldose-1-phosphate nucleotidyltransferase
EC:2.7.7.29	Transferred entry: 2.7.7.28
EC:2.7.7.30	Fucose-1-phosphate guanylyltransferase
EC:2.7.7.31	DNA nucleotidylexotransferase
EC:2.7.7.32	Galactose-1-phosphate thymidylyltransferase
EC:2.7.7.33	Glucose-1-phosphate cytidylyltransferase
EC:2.7.7.34	Glucose-1-phosphate guanylyltransferase
EC:2.7.7.35	ADP ribose phosphorylase
EC:2.7.7.36	Aldose-1-phosphate adenylyltransferase
EC:2.7.7.37	Aldose-1-phosphate nucleotidyltransferase
EC:2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase
EC:2.7.7.39	Glycerol-3-phosphate cytidylyltransferase
EC:2.7.7.40	D-ribitol-5-phosphate cytidylyltransferase
EC:2.7.7.41	Phosphatidate cytidylyltransferase
EC:2.7.7.42	[Glutamine synthetase] adenylyltransferase
EC:2.7.7.43	N-acylneuraminate cytidylyltransferase
EC:2.7.7.44	Glucuronate-1-phosphate uridylyltransferase
EC:2.7.7.45	Guanosine-triphosphate guanylyltransferase
EC:2.7.7.46	Gentamicin 2''-nucleotidyltransferase
EC:2.7.7.47	Streptomycin 3''-adenylyltransferase
EC:2.7.7.48	RNA-directed RNA polymerase
EC:2.7.7.49	RNA-directed DNA polymerase
EC:2.7.7.50	mRNA guanylyltransferase
EC:2.7.7.51	Adenylylsulfate--ammonia adenylyltransferase
EC:2.7.7.52	RNA uridylyltransferase
EC:2.7.7.53	ATP adenylyltransferase
EC:2.7.7.54	Transferred entry: 6.3.2.40
EC:2.7.7.55	Transferred entry: 6.3.2.40
EC:2.7.7.56	tRNA nucleotidyltransferase
EC:2.7.7.57	N-methylphosphoethanolamine cytidylyltransferase
EC:2.7.7.58	(2,3-dihydroxybenzoyl)adenylate synthase
EC:2.7.7.59	[Protein-PII] uridylyltransferase
EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EC:2.7.7.61	Citrate lyase holo-[acyl-carrier protein] synthase
EC:2.7.7.62	Adenosylcobinamide-phosphate guanylyltransferase
EC:2.7.7.63	Transferred entry: 6.3.1.20
EC:2.7.7.64	UTP-monosaccharide-1-phosphate uridylyltransferase
EC:2.7.7.65	Diguanylate cyclase
EC:2.7.7.66	Malonate decarboxylase holo-[acyl-carrier protein] synthase
EC:2.7.7.67	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase
EC:2.7.7.68	Phosphoenolpyruvate guanylyltransferase
EC:2.7.7.69	GDP-L-galactose phosphorylase
EC:2.7.7.70	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
EC:2.7.7.71	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
EC:2.7.7.72	CCA tRNA nucleotidyltransferase
EC:2.7.7.73	Sulfur carrier protein ThiS adenylyltransferase
EC:2.7.7.74	1L-myo-inositol 1-phosphate cytidylyltransferase
EC:2.7.7.75	Molybdopterin adenylyltransferase
EC:2.7.7.76	Molybdenum cofactor cytidylyltransferase
EC:2.7.7.77	Molybdenum cofactor guanylyltransferase
EC:2.7.7.78	GDP-D-glucose phosphorylase
EC:2.7.7.79	tRNA(His) guanylyltransferase
EC:2.7.7.80	Molybdopterin-synthase adenylyltransferase
EC:2.7.7.81	Pseudaminic acid cytidylyltransferase
EC:2.7.7.82	CMP-N,N'-diacetyllegionaminic acid synthase
EC:2.7.7.83	UDP-N-acetylgalactosamine diphosphorylase
EC:2.7.7.84	2'-5' oligoadenylate synthase
EC:2.7.7.85	Diadenylate cyclase
EC:2.7.7.86	Cyclic GMP-AMP synthase
EC:2.7.7.87	L-threonylcarbamoyladenylate synthase
EC:2.7.7.88	GDP polyribonucleotidyltransferase
EC:2.7.7.89	[Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase
EC:2.7.7.90	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
EC:2.7.7.91	Valienol-1-phosphate guanylyltransferase
EC:2.7.7.92	3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase
EC:2.7.7.93	Phosphonoformate cytidylyltransferase
EC:2.7.7.94	Transferred entry: 6.2.1.51
EC:2.7.7.95	Transferred entry: 6.2.1.49
EC:2.7.7.96	ADP-D-ribose pyrophosphorylase
EC:2.7.7.97	3-hydroxy-4-methylanthranilate adenylyltransferase
EC:2.7.7.98	Transferred entry: 6.2.1.50
EC:2.7.7.99	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase
EC:2.7.7.100	SAMP-activating enzyme
EC:2.7.7.101	DNA primase DnaG
EC:2.7.7.102	DNA primase AEP
EC:2.7.7.103	L-glutamine-phosphate cytidylyltransferase
EC:2.7.7.104	2-hydroxyethylphosphonate cytidylyltransferase
EC:2.7.7.n1	Protein adenylyltransferase
EC:2.7.7.n2	Transferred entry: 2.7.7.67
EC:2.7.7.n3	Transferred entry: 2.7.7.73
EC:2.7.7.n4	Transferred entry: 2.7.7.80
EC:2.7.7.n5	Transferred entry: 2.7.7.75
EC:2.7.7.n6	Guanine phosphate-protein transferase
EC:2.7.8.1	Ethanolaminephosphotransferase
EC:2.7.8.2	Diacylglycerol cholinephosphotransferase
EC:2.7.8.3	Ceramide cholinephosphotransferase
EC:2.7.8.4	Serine-phosphoethanolamine synthase
EC:2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase
EC:2.7.8.6	Undecaprenyl-phosphate galactose phosphotransferase
EC:2.7.8.7	Holo-[acyl-carrier-protein] synthase
EC:2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase
EC:2.7.8.9	Phosphomannan mannosephosphotransferase
EC:2.7.8.10	Sphingosine cholinephosphotransferase
EC:2.7.8.11	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
EC:2.7.8.12	Teichoic acid poly(glycerol phosphate) polymerase
EC:2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EC:2.7.8.14	CDP-ribitol ribitolphosphotransferase
EC:2.7.8.15	UDP-N-acetylglucosamine--dolichyl-phosphate|N-acetylglucosaminephosphotransferase
EC:2.7.8.16	Transferred entry: 2.7.8.2
EC:2.7.8.17	UDP-N-acetylglucosamine--lysosomal-enzyme|N-acetylglucosaminephosphotransferase
